node,centrality,community,density,betwness,closeness,eign,volatility,type,name
6429,5,14,0.1229260935143288,0.0,0.15934898531622682,8.727428507609873e-05,2,outandin,Yue Li
6111,5,14,0.1229260935143288,0.0,0.15934898531622682,8.727428507609873e-05,2,outandin,Winter Wei
3282,5,14,0.1229260935143288,0.0,0.15934898531622682,8.727428507609873e-05,2,outandin,Khai N. Truong
2457,5,14,0.1229260935143288,0.0,0.1382149162514483,2.045873347016927e-06,2,outandin,J. T. Fry
6544,5,14,0.1229260935143288,0.0,0.16326721946408965,0.00019815687097844017,2,outandin,Zhicong Lu
4105,5,14,0.1229260935143288,0.0,0.16326721946408965,0.00019815687097844017,2,outandin,Michelle Annett
2377,5,14,0.1229260935143288,0.0,0.1382149162514483,2.336808167514291e-06,2,outandin,Ian Crandell
176,5,14,0.1229260935143288,0.0,0.15281073131587664,4.669306772834147e-05,2,outandin,Alina Gvozdik
4107,6,14,0.1229260935143288,3.3509189560144973e-07,0.1382313586635648,2.1577230378863354e-06,2,outandin,Michelle Dowling
3621,6,14,0.1229260935143288,0.0,0.15283083005733605,4.9844066961477954e-05,2,outandin,Mahdi Pakdaman Naeini
1782,6,14,0.1229260935143288,0.0,0.15283083005733605,4.9844066961477954e-05,2,outandin,Finale Doshi-Velez
2111,6,14,0.1229260935143288,0.0028429196422826994,0.16519374480038754,1.6668080606836297e-05,2,outgoing,Haeyong Chung
4569,6,14,0.1229260935143288,0.0,0.15283083005733605,5.345278448096257e-05,2,outandin,Peter Hamilton
2907,7,14,0.1229260935143288,0.0,0.15131824468367314,7.800808927203422e-06,3,incoming,John R. Goodall
794,7,14,0.1229260935143288,0.0,0.15131824468367314,7.800808927203422e-06,4,outandin,Chad A. Steed
2837,7,14,0.1229260935143288,0.0,0.15131824468367314,7.800808927203422e-06,2,outandin,Joel W. Reed
1878,7,14,0.1229260935143288,0.0,0.15131824468367314,7.800808927203422e-06,1,incoming,G. David Richardson
3222,7,14,0.1229260935143288,0.0,0.15131824468367314,7.800808927203422e-06,2,outandin,Kelly M. T. Huffer
4930,7,14,0.1229260935143288,0.0,0.15131824468367314,7.800808927203422e-06,2,outandin,Robert A. Bridges
2578,7,14,0.1229260935143288,0.0,0.15131824468367314,7.800808927203422e-06,2,outandin,Jason A. Laska
